id,text_features,type
3632345,"Vaikselt anuvad mu laulud, Teater Estonia, 1954, osades: Franz Schubert – Heino Otto, Hannerl – Laine Juhansoo",fotonegatiiv
4260622,"portree: Aksy Martinson,     TB050122",fotonegatiiv
3557237,"Foto Estonia Seltsi juubeliaktusest   Igamine. Kunagi Estonia arhiiviga tulnud, hoidlas seisnud vastu võtmata fotod.  T 10:4/18:6",foto
2146088,"Tauli torupill  Kähkrikunahast lõõtsaga torupill. Ants Taul Eesti torupillimeistri Ants Taul'i poolt  27. novembril 2012 muuseumile annetatud torupillid, vastu võetud eelregistreerimislehe alusel. Torupillimeister Ants Tauli poolt ca 1980. aastal valmistatud torupill, õhukott on kährikunaha sees, mängitakse eraldi lõõtsaga Muuesumile annetas Ants Taul 27.11.2012.",muusikainstrument
3932345,"Kiri, Kaljuste, Heino-Roman Toi",kiri
3114581,"Arvo Pärdi sünnikodu mälestuskivi Paides, autor Riho Kuld

   saadud juurde seoses A.Pärdi juubelinäitusega saadud Järvamaa Muuseumilt saadud Järvamaa Muuseumilt",foto
2618052,"H. Pöögelmanni nim. elektroonikatehase universaalne pingemaandur-akulaadija ""Variom-A"" (reklaamleht)   Esemed on saadud Tallinnast Mustamäelt pärandvara hulgast. Korter kuulus Maido Limbakule (1934-2000), kes töötas omal ajal  ENSV Riikliku Ajaloomuuseumi filiaali ""Tööliste Kelder"" juhatajana.
D tähist kandvad pitsatid on üle antud 1953. aastal ERMi  poolt (väljaandeakt nr 139; 08.01.53). Miks ja kuidas on need eraisiku kätte sattunud, pole teada. 1976. Mõõdud 18,5x14 cm.",väiketrükis
2335706,"Nael   Korjanud Jüri Lauri tl põllult asulakihist 2. 12. 2000 H. Pauts,",arheoloogiline leid
4045406,"""Minu parim laul"" (""Песня лучшая моя"") häälele klaverisaatega","käsikiri, laul/ vokaalmuusika"
3491935,Kiri Viljandimaa kultuurhariduse osakonnalt,kiri
4050350,"Põllumehe Nädalaleht, nr 17, 20, 1930",ajakiri
3265349,"Märkmed, Karl Leichter, Väljavõtted kirjadest O.Rootsile",märkmed
3335520,fotod saadud VAT Teatrilt,digitaalne kujutis
2455499,Punaarmee Keskmuuseumi ekspositsioon Moskvas 1946.a.,foto
1913222,Lietuvos Hymnas   Teatri- ja Muusikamuuseumi arhiivraamatukogu: raamatud ja noodid,noodid
2275709,"Rolf Uusvälja personaalne noodikogu ostetud Kultuuriministeeriumi vahendusel Els Himmalt 2012 aastal.
Üleandmise ja vastuvõtmise akt 20.12.2012",noodid
4098880,Foto: E. V. Tallinna Konservatooriumi väljasõit,foto
4122967,"Plakat, Abonement kontsertide kalender-plaanid.
Muusikalektoorium. 09.03.-10.07.1956
Kiviõlis",plakat
4092411,"Plakat, Eesti Raadio sümfooniaorkester.
Sümfooniakontsert. 23.09.1960 Estonia kontserdisaal",plakat
1502701,"Plakat, solistide kontsert. Estonia, 1948   Plakatikogu:teatriplakatid Filiaalis 28. nov.1948 suur formaat, võileivapaber, mustade tähtedega trükk, ilukiri, kontserdi sõnal pael valgega kaunistuseks stiliseeritud tõrvikud, ülal teatri logo trükivärv veidi laiali",plakat
3363947,"""Flora"" odekolonni pudel ""Viiking""",nõu/anum
2689225,"Tallinna Raekoda      Rathaus.
Souvenir de Reval
33","foto, postkaart"
4050209,"Ajakiri Pioneer, nr 6, 1947",ajakiri
2318390,Savinõukillud   Kaevanud M.Mandel 1976-80.a.,arheoloogiline leid
2653132,Tallinn. Maarjamäe memoriaal-kompleksi rajamine.,fotonegatiiv
3614739,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/17:15,kava
2352692,Medal     Aleksander III külaskäigu puhul  Berliini,medal
2073567,"Lossikirik, vaade lossiõuelt",fotonegatiiv
3280083,Die beiden herren Liutenants     ENSV Riiklik Avalik Raamatukogu,raamat
2314866,Naast ühest servast tükike puudu.  Kaevanud A. Friedenthal 1929.a.,arheoloogiline leid
2078519,"Kadriorg     Emulsioonil ülaservas tindikirje: ""603"", ""6 Sec""",fotonegatiiv
3110831,"Kiri, Eduard Visnapuu, Eesti Heliloojate Liidu Juhatusele",kiri
4290999,"Meie õhtused rõõmud, Vanalinna Stuudio, 1986pildil: Foorum - Raivo Mets ja Peep Raun    TB200222",fotonegatiiv
2075936,Vaade Tammiku nõlvalt loodesse.      hõbepeegel,fotonegatiiv
3560705,"Lydia Vohu-Viksteni kiri Kadi Taniloole, Toronto, 09.01.1964",kiri
3785913,"Kirjutis, Aavik,Juhan, Skrjabini helitööde õhtu ""Estonias""       koltunud, kortsunud",käsikiri
3583438,"Foto Estonia teatri sissepääsust Kino Gloria ruumides   Igamine. Kunagi Estonia arhiiviga tulnud, hoidlas seisnud vastu võtmata fotod.  T 10:4/37:8
1944-1947
Praegune Vene Teater",foto
3866808,Kingissepa all,joonistus
3516392,"Kava, Franz Erika, ooper- Don Pasquale Estonia teatris",kava
3338091,"Ohver, Ugala, 1923, etenduse naistegelasi   Ajaloomuuseum andis Parikase Klaasnegatiivid Teatri- ja Muusikamuuseumile üle 10.11.1948",fotonegatiiv
2315429,Toruke keeratud kokku lahtisest plekitükist; deformeerunud ja servad veidi purunenud;  Kaevanud A. Friedenthal 1931-32.a.,arheoloogiline leid
215872,saadud iga aasta lõpus teatrilt Autor:J.Orton;2001 Autor:J.Orton;2001,plakat
3079751,"Plakat, Ugala teatri jaanuarikuu mängukava 1962",plakat
3580058,"Kadi Taniloo, portreed kolleegidest, Maret Pank lapselapsega, pöördel kiri, 1987",foto
3914600,"Kiri, Saha,Hillar, M.Walcker Pärnust H.Sahale",kiri
3112087,"Kiri,Eduard Visnapuu,Eugen Kapp",kiri
3670799,Kostüümikavand Preili Agaate osatäitjale Pärnu teatri lavastusest Vaikne nurgake,kavand/joonis/eskiis
235054,"Gustav Ernesaksa lokulaud riba ümmarguse muna otsas  toodud G. ernesaksa kodust Oru tänavalt Ernesaks,Gustav esemed: kirjaga Naima&Gustav NGE",muusikainstrument
2761900,"Tallinn, Toomkiriku sisevaade, vaade lääne suunas. Toomkiriku orel",fotonegatiiv
2049133,Lahingulippude andmine eriüksustele     Foto on kleebitud albumilehele.,foto
2934890,Carmen Mikiveri ca 2010 üle antud Mikk Mikiveri fotokogu  Seoses üleminekuga teisele tööle,foto
2704026,"Tallinn, Kesklinn, V. Kingissepa (Liivalaia) tänav",fotonegatiiv
3537647,"kostüümikavand tegelasele Margo lavastuses Viimased nelgid. Ter-Grigorjan, Ugala 1960",kavand/joonis/eskiis
3236912,"L. Tolstoi, ""Ususallivusest""     Broshüür, hallide paberkaantega. Esikaanel L. Tolstoi portree. Välja antud Tallinnas, K. Luksepa kirjastuses. Tõlkinud T. Kuusik. Trükitud M. Antje trükikoda.",raamat
2267026,"Foto albumilehel   Albumikatkend 238 fotoga on leitud Kinomajast 2007. aastal, seoses sealse 3. korruse remonttöödega. Album on kuulunud filmioperaatorile Evald Vaherile. Album sisaldab kogutud fotosid ja Evald Vaheri pildistusi erinevatest Eesti filmivõtetest ja võttepaikadest 1949.-1953. aastatel. Fotod on kleebitud albumilehtedele, paljudel albumilehtedel ja fotodel on juurde kirjutatud pealkirjad.   Foto Evald Vaheri albumis Fm418 Mandrõkin",foto
2407715,"Tallinn, Kesklinn, Pronksi ja N. Gogoli (Raua) tänava nurk.",fotonegatiiv
2036185,Portree: Ottomar Frese     Ottomar Frese - alates 1862 Tallinna Püha Vaimu koguduse teine õpetaja,foto
4260393,Estonia Seltsi juhatuse koosoleku protokolli ärakiri      määrdunud,dokument
3202128,Paide kiriku pitser     Вейснщтейнская еванг лютер церковь Цв Креста Korras,pitser/templijäljend
2935319,Carmen Mikiveri ca 2010 üle antud Mikk Mikiveri fotokogu,kiri
3841445,"Vastus, Sõrmus,Eduard, ""Freie Welt"" üleskutsele (M.Dreseler)      murdejooned",käsikiri
3865093,"Artur Lemba portree, 1928(22?)",foto
2715248,Raamat Mees naine ja Jumal. Seksuaalküsimusi lähtudes kristlikult seisukohalt,raamat
3535208,"denaar    Paljassaare leiust Cnut, Pointed helmet",münt
2321461,Sõrmus   Kaevanud M.Mandel 1977.a. Veskimäe tl. kalme (I),arheoloogiline leid
3489559,Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul,digitaalne kujutis
3249985,Foto Teater Estonia sõnalavastusest Preili      liimi jäljed tagaküljel,foto
2538957,"Filmi ""Ohtlikud mängud"" võtted   Täiendus aktile nr 2013:7395 (15.08.2013). Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kahe filmi kajastused: ""Indrek"", ""Ohtlikud mängud"".",fotonegatiiv
3752296,"Foto, Eller, Heino, Koos Ojakääru, Normeti ja Garšnekiga",foto
3611812,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/13:74,kiri
2617230,Foto tagaküljel pühendus: Mälestuseks vana sõbrale G. Avessoni poolt. 24. mail 1911 Pärnus,foto
3712984,Kostüümikavand tegelasele Tuomas lavastusele Mehe küljeluu. Vanemuine 1961   Saadud Meeri Särelt 2004.    aut. M.Jotuni; Vanemuine 1961; kostüümikavandid,kavand/joonis/eskiis
3603251,Kostüümikavand Hawley   osatäitjale  Estonia teatri lavastusest Rose-Marie,kavand/joonis/eskiis
2075130,"Sanatoorium Kadriorus (Leineri tänaval)     Klaasil tindiga kadreerimisjooned, emulsioonil ülaservas tindikirje :""Sanatorium Katharinenthal"".Emulsioonil servas punane tindikirje: ""4632""",fotonegatiiv
400150,"Tselluloid; 4,5x6cm. Tselluloid; 4,5x6cm.",fotonegatiiv
3697435,Kostüümikavand Narrid osatäitjatele Vanemuise teatri lavastusest Legend armastusest,kavand/joonis/eskiis
2322378,Nuga   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
2776666,AS Teguri toodang. Saekaatrile palkide juurdeveo käru,fotonegatiiv
395916,"Valges kleidis noore naise foto, 1940.a Suurem osa fotodest kuulusid üleandja vanatädile Reet Mallene-Tõnissonile (23.05.1887-10.09.1982), kes elas Viljandis. Üleandjale kuulunud fotodele on nende kuuluvus legendi juurde lisatud. Mõõdud: 9,5x4cm. Tagaküljel on tekst: Eha´le  4. (loetamatu) 30  Endla´lt. Foto kuulus üleandjale. Üleandja: Reet Mallene (Tallinn) ülaservas rebend;",foto
3332886,Tõlkelised tekstid,paber
3358587,"Horre Zeiger Bigbandi 54. aastapäeva kontserdi kava Nõmme Kultuurikeskuses   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:1/12:35",kava
2326555,Naast   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
3581550,"Kostüümikavand tegelasele Dorabella lavastuses Cosi Fan Tutte. Mozart, Vanemuine 2000   saadud ""Vanemuisest"" W. A. Mozart; 2000; kostüüm W. A. Mozart; 2000; kostüüm",kavand/joonis/eskiis
4112568,"Iluplakat, Vanemuine: Soolaleivapidu; Kulno Süvalep. 1973",plakat
3485688,Kostüümikavand tegelasele Rahvas proloogis Estonia teatri balletilavastusest Tiina,kavand/joonis/eskiis
2963792,Kostüümikavand peokülaline lavastuses Minu sõber Bunbury teatris Estonia     naine sinises kleidis  kinnastega,kavand/joonis/eskiis
3224105,Мотылек и зеркало,käsikiri
2080460,Tallinna Konservatooriumi kolmekorruseline hoone.     Foto negatiivist: AM F 19157:186,fotonegatiiv
4295482,"Hovanštšina, Teater Estonia, 1987, osades: Vürst Andrei Hovanski - Ivo Kuusk, Emma - Helvi Raamat    TB010322",fotonegatiiv
1314701,"Sevilla habemeajaja, Estonia, 1922 klaasnegatiiv   „Sevilla habemeajaja“ (Gioachino Rossini). Teater „Estonia“. Marzellina – Susy Jakobson, Rosina – Olga Mikk-Krull, ohvitser – Nikolai Põldroos (keskel), Basilio – Benno Hansen, Figaro – Alfred Sällik, doktor Bastelo – Karl Viitol.",foto
2060793,Rahvuskorpus siirdub kodumaale. Suurtükiväelased Riias.      Albumisse kleebitud.,foto
3654557,"Foto G.Ernesaks 70.juubel 1978.a.""Estonias""",foto
2077142,Interrinde miiting Toompeal. Toompea lossi väravate avamine.     Repro fotost.,fotonegatiiv
4050684,"""Tere hommikust!"" lastekoorile (-ansamblile)","käsikiri, laul/ vokaalmuusika"
3527412,"Milvi Laid, materjalid, Milvi Laidi poja Jaan Zimmermanni arhitektuurikontori Arkitektkontor AB postkaart",postkaart
3902551,"Kava, Lepnurm, Hugo - EV XX aastapäeva kontsert",kava
3171173,Rändaja õhtulaul     Kunstide Valitsus,käsikiri
3483475,"Veljo Tormise Nõukogude Eesti Preemia laureaadi medal nr.00575   Helilooja Veljo Tormise arhiivmaterjalid, M318
 Teabe registreerimisakti jätk 2017:0030 Aj
M318",medal
2137839,"Foto (negatiivikogu). ""Epp Pillarpardi Punjaba potitehas"". (Peet Vallak - Mati Unt). Vanemuine 1975. Tiiskäpp - Ago Roo. Foto Gunnar Vaidla.  Must-valge negatiiv (hõbeželatiinemulsioon)   aut.: P.Vallak/M.Unt Pärnu Teater, 1975; Epp- Hilja Varem; Autojuht - Villem Indrikson; Niilas - Aarne Üksküla; Tiiskäpp - Ago Roo;  Foto (negatiivikogu). ""Epp Pillarpardi Punjaba potitehas"". (Peet Vallak - Mati Unt). Vanemuine 1975. Foto Gunnar Vaidla.",fotonegatiiv
3852673,"fotopostkaart, Estonia teatri hoone joonistus",postkaart
2320460,Savinõukild   Kaevanud M.Mandel 1973-74.a.,arheoloogiline leid
2058262,"Trikotaazitööliste artell ""Punalipp"" - kummipaela valmistamine     Trikotaazitööliste artell ""Punalipp""; Kummipaela valmistamine",foto
3565668,Paul Pinna foto Napoleonina Estonia -Soome jalgpalli võistluste ajal       liimi kahjustus,foto
4029856,"plakat, mängukava, 1-11.01.1965. Estonia Teater     Värvilt valge. Eesti ja vene keelne.",plakat
3540175,"Foto Rudolf Simka pereealbumis. Adeele-Konkordia Simka (Kork) trepil.   Muuseumi juhiabile anti üle pööningult leidud fotoalbumid ja fotod.    foto kleebitud albumisse, kohati on fotopaber tõmbunud laineliseks., foto kleebitud albumisse, kohati on fotopaber tõmbunud laineliseks.",foto
3852677,"foto, Estonia teater",foto
3612339,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/15:35,kava
4087654,"Plakat, Tallinna kooride ühiskontserdid.
Kooride kontsert 06.12.1970 Estonia kontserdisaal",plakat
3845063,"Kiri, Lepnurm, Hugo - Natalia Jenko Moskvast",kiri
2484313,"Seeria:""Suure Sotsialistliku Oktoobrirevolutsiooni 33. aastapäevaks"".",foto
2210436,"""Päevalehes"" kasutatud 29. okt 1939 ja 5. okt 1939",käsikiri
3181129,Eri Klasi M 112 isikukogu täiendamine erinevate arhiivmaterjalidega varasemalt üleantud pärandile lisaks.,foto
3054294,Onu. Nali 1 vaatuses,raamat
2783841,"Foto,Mihkel Lüdig, lilled Lüdigile",foto
2346841,"Portree: Eesti NSV teeneline ratsionaliseerija Osvald Laksberg   Saadud Ajaloomuuseumi fotokoguhoidja Viivi Glassi tööpärandist. Täpsem päritolu teadmata, kui pole museaali legendis teisiti märgitud.    Osvald Laksberg
Aleksandri p.
Tehase ""Norma"" lukksepp
1965",foto
3312818,"Kui pungad puhkewad     EESTI SELTS ""ESTONIA"" TEATRI RAAMATUKOGU No 249",raamat
2984597,"Foto, Paan võsas, Teater Estonia",foto
3541725,"Abikogusse. 
TASS-i fotokroonika. Suureformaadilised propagandafotod. Must-valged ja värvilised. Leitud  2002. või 2003. aastal  Salme Kultuurkeskuse utiilist.    Foto nurkades murdejooned., Foto nurkades murdejooned.",foto
3960892,Kiri N.Goldschmidt`ile H.Isaak`ilt (Milvi Laidi ema),kiri
2910610,"Foto, Kalju Suure portreefoto Arvo Pärdist 1978",foto
4090374,M. Lepp-Utuste´lt piltpostkaart Adolf Vedrole: kutsub kunstirahva koosviibimisele Olbrei korteris,postkaart
2485913,ENSV kolhoositalurahva kunstilise isetegevuse II vabariiklik ülevaatus. Kolhoositalurahva kunstilise isetegevuse ülevaatuse žürii.,foto
2351379,Medal     60.a. Oktoobrirevolutsiooni,medal
2188034,"Foto:portree: Silvia Laidla Näitleja Silvia Laidla isikukogu (dokumendid, fotod, esemed)",foto
2456351,Reprofoto V. I. Lenini saabumine Petrogradi 03.04.1917.a.      paberikaod tagaküljel,foto
205636,"""Tihase laul"" häälele klaverisaatega         Tihase laul            originaal","käsikiri, laul/ vokaalmuusika"
2989477,"Olion. Illustreeritud kuukiri nr.9,  1933",ajakiri
2747533,"8. Eesti Laskurkorpus. Major Nugis, 249. l.diviisi poliitosakonnast.",fotonegatiiv
3146973,Von Roth'i pitser vapiga lakk  Õpetatud Eesti Seltsi kogust   Mõranenud,pitser/templijäljend
4264479,Estonia Seltsi kirjavahetus Teater Estonia taastamiseks komitee loomisest,dokument
3320558,"Endel Lippuse viiuliõhtu Estonia kontserdisaalis, klaveril Virve Lippus",kava
1185365,"„Mõrtsukas“ (Curt Goetz).Isabella – Netty Pinna, apteeker – Hugo Laur. Teater ""Estonia""",fotomaterjal
2316312,Spiraalid   Saadud 1866.a. N. Knorringult. Kaevatud Pajumaa kalmest,arheoloogiline leid
3673166,Foto lavastusest Terrorism. Ugala 2004   Saadud teatritelt Cd-na tehtud ateljees fotod 2004 Mees - Martin Algus,foto
1336423,"Narva linna maakleri pitser   Eestimaa Kirjanduse Ühingu Muuseumi kogu, VIII 46  ПЕЧАТЪ НАРВСКАГО ГОРОДОВАГО МАКЛЕРА",pitser/templijäljend
2449856,"Tallinn, V. I. Lenini (Rävala) puiestee.",fotonegatiiv
2050255,"Kiviõli. Ettevalmistamise osakond, punkrid     Foto on kleebitud fotoalbumisse.",foto
1461537,"Kava- Ester Mägi autorikontsert   Ester Mägi isikukogu, kogutud kontserdikavad 30.märts 1992,
Olavi saal,28.märts TÜaula",kava
3630052,"Kostüümikavand tegelasele Dorabella lavastusele Cosi fan tutte. W. A. Mozart, Estonia 1980",kavand/joonis/eskiis
2040320,Ostetud Guido Tooverelt.,foto
3198672,"Nukukavand lavastusele Metsamuinasjutt Nukuteatris     ""Metsa muinasjutt""
Põud",kavand/joonis/eskiis
4294785,"Kena naine lillega, Vanalinna Stuudio, 1987, osades: Fedja - Egon Nuter    TB020322",fotonegatiiv
1257691,"Meie Pere. Nr 1, veebruar 2009.   Peatoimetaja Doris Kareva. Mõõdud: 21,5*28 cm.
 Peatoimetaja Doris Kareva.",ajakiri
4000192,Foto Teater Estonia balletilavastusest Tiina 1955      nööpnõela augud,foto
3838222,"Foto  Voldemar Panso Lavakunstikateedri õppejõuna   Saadud muuseumile kogumisretkelt Pansode maja pööningule 2017-2018 T170:2/20:29  veidi kaardus, veidi kaardus",foto
3621568,"Foto Estonia teatri operetilavastusest Tütarlaps kodumaata, 1942",foto
2809814,8. Eesti Laskurkorpuse juhtkond kohtumas I. Fedjuninskiga ja EK(b)P KK töötajatega,fotonegatiiv
3614786,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/19:7,kava
3227289,Postkaart B.Wellingtonilt Aino Tammele,postkaart
2040541,Grupipilt: Kalamaja Vabatahtliku Tuletõrjeühingu isikkoosseis. Keskmises reas paremalt: 3. Leonhard Avila.     Üleandja: Helle Avila (AM),foto
2045336,"Portree: Johanna Helene Tomingas     Tagaküljel osalised tindikirjed: ""(…) Tallinnas 7 (22) Märtsil 1922"". Foto on väiksemaks lõigatud.",foto
4280381,"Teater Estonia osaline tegelaste nimekiri koos sünniaastatate, kohtade ja kust Tallinnasse on tuldud      põlengu jäljed, rebendid, tahma kahjustus",dokument
2060361,"Puidutööstuse artell ""Standart"" - masinaruum     Puidutööstuse artell ""Standart"";Masinaruum",foto
3856057,"Foto Bruno O'Ya jalgpalli mängimas      katki, kriimud, määrdunud",foto
3526698,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod T412:2/95:13",kavand/joonis/eskiis
4098299,"Kontserdid. Eesti kunstnikud uudismaa töölistele, 1958 ?     Vene keeles.",plakat
3582893,Kostüümikavand tegelasele Soometark näidendist Kullaketrajad; F.R. Kreutzwald. Pärnu teater 1958,kavand/joonis/eskiis
203668,"""10 mõistatust lastele"" lastekoorile, trianglile, kellamängule, ksülofonile       10 mõistatust lastele","käsikiri, laul/ vokaalmuusika"
4081888,"Plakat, RAM-i solistid ja ansamblid. 
Solistide kontsert XV-XVIII sajandi muusikast 09.12.1973 Olevi saalis",plakat
4000729,"Karl Söödor, režiiraamatud, Peters Arnolds, Armastus esimesest pilgust, Viis kalendrilehte",dokument
3629038,"Mere kaldal, Teater Estonia, 1958, osades: Krizas – Kalju Saareke",fotonegatiiv
3659572,Kostüümikavand Autor osatäitjale Draamateatri lavastusest Polkovniku lesk,kavand/joonis/eskiis
3983411,Kihlus     Eesti Selts Estonia teatri raamatukogu,raamat
2327752,Naast   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
2048177,Foto albumis,foto
3920985,Vabaõhuetendus. 23.06.1950 lauluväljakul.,plakat
3316612,"Kiri, Karl Leichter, Werner Uddrichile, mustand",kiri
3158001,"Kava,Eduard Visnapuu, Kontsert Pühavaimu kirikus",kava
2746144,"8. Eesti Laskurkorpus. 925. Rongile laadimine, ärasõit Leningradi rindele      Hõbepeegel üle kogu pinna, Plekid",fotonegatiiv
3183959,Röövlitütar Ronja     Ugala pitser,käsikiri
3583385,Kostüümikavand Madam Pupsberg lavastusele Atlandi heeringas; U. Laht. Pärnu teater 1959. M. Simmo     Simmo,kavand/joonis/eskiis
2353064,Medal     Aleksander II vene tsaar,medal
3179469,"Parun Stackelberg'i vapiga pitser pitserilakk  Eestimaa Kirjanduse Ühingu Muuseumi kogu, VIII 136  Eesti-, Liivi-, Kura-, Saaremaa aadel Korras",pitser/templijäljend
3846696,"Kiri, Sõrmus,Eduard, V.Jones A.Tamarkinile Sõrmuse asjus",kiri
3449800,M. Mussorgski; Estonia 1952;,kavand/joonis/eskiis
3093605,Tõnis Tamme kiri Aino Tammele,kiri
2041185,Pulmapilt: Hilja Rakmann abikaasaga.     Üleandja: Viivi Glass (AM),foto
2078061,Fotonegatiiv,fotonegatiiv
3241539,Kostüümikavand lavastusele Kameeliadaam Draamateatris     Olympia IV vaatus,kavand/joonis/eskiis
2330081,Ketilülid   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
3452453,"Eduard Reiningu kogu. Kiri, Oskar Kuningas ja ajakiri Teater     postkaart, Pirita",kiri
3393611,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto
2136556,"Portree: Viktor Kingissepp, vahialune       pliiatsikirje: ""V. Kingissepp kaitsepolitsei piinakambris"" tagaküljel paberi- ja liimijäägid",foto
3887318,"Kava, Lepnurm, Hugo- loeng kontsert",kava
3000472,"Foto, President Nuiatust, Teater Estonia, 1932      liimi jäljed tagaküljel",foto
3323083,"Kiri, Karl Leichter, Vend Martini kiri vanematele",kiri
3695162,Kostüümikavand Maria ja Tatjana osatäitjatele Vanemuise teatri lavastusest Tagahoovis,kavand/joonis/eskiis
3269197,Vladimir Sapožnini okariin     Kuulunud Vladimir Sapožninile.,muusikainstrument
2914008,Aino Tamme joonistatud hauamonumendid kavand,kiri
3105501,"Krõll     Krõll, hõbedast, ovaalne, koosneb kahest seest õõnsast poolest, keskel liitekohas tordeeritud vits.",ehe
237449,"maal. Valdemar Väli: Hugo Raudsepp, 1946     Hugo Raudsepp (portreemaal), 1946. Eesti näitekirjaniku ja teatri- ning kirjanduskriitiku Hugo Raudsepa (1883 – 1952) 3/4 portree kujutab teda käsikirja lugemas. Võimalik, et Väli on portree maalimiseks inspiratsiooni saanud mõne Raudsepa näidendi esitluselt (1946. aastal ilmus kirjanikul lausa kaks näidendit – „Rotid“ ja „Tagatipu Tiisenoosen“). Portree laad on realistlik. Näitekirjanikku kujutatakse vanema kõhnapoolse härrasmehena, kes on süvenenud käsikirja ettelugemisse. Tema taga lauale on vaasiga asetatud kevadlilled ning üldine atmosfäär mõjub sõbraliku ja helgena. /tekst Liisi Aibel, 2013/",maal
3489752,"XII Noorte Laulu- ja Tantsupidu Mina jään digifotod, 02.06.2017, fotograaf - Mart Laul, varalised õigused ETMM-l XII Noorte Laulu- ja Tantsupidu Mina jään digifotod, 02.06.2017, fotograaf - Mart Laul, varalised õigused ETMM-l",digitaalne kujutis
4087193,Kammerorkester. Kontsert. 14.04.1966 Eesti kontsert.     Vene keeles.,plakat
3339759,"Tallinna Linna Töörahva Saadikute Nõukogu valimised 18. jaanuaril 1948. Nikolajev, Vladimir Nikita p.",väiketrükis
4167129,Orpheus,trükinoot
2692623,"Raamat: Van Vechten, Carl, Neegrite taevas, Tartu 1931, K/Ü Loodus",raamat
