,id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,museum_abbr,musealia_mark,musealia_seria_nr,musealia_queue_nr,musealia_additional_nr,collection_mark,collection_queue_nr,collection_additional_nr,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
5609,2762541,AM N 29338,Photo negative,29338.0,silver gelatin emulsion,,,,,,,,,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,good,,,photo negative
5610,217339,,,,,,,,,,,,,,,,,,,,,ETMM,_,11769.0,25.0,,Af,29.0,T,1.0,received from the theater each year,1.0,T. Kall; 07.01.1984,,good,black and white,Toomas Kall; 07.01.1984,poster
5611,3373304,ETMM _ 11457 M 159:1/646:33,"Photo, Karl Leichter, Laine and Epp Leichter on Lake Prossa",159.0,photo paper,,photography,,1959,,ei,,contact person,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,646:33:00,1.0,,1.0,,,satisfactory,,,photo
5612,4299951,ETMM _ 9320 Mo 1:1/149:18,"Photo, IV tour of the Music Museum, ""Bulmatohter""",1.0,photographic material,,museum work,,1934,,ei,,,,,,,,,,,ETMM,_,9320.0,,,Mo,1.0,149:18:00,1.0,,1.0,,,satisfactory,,,photo
5613,3430396,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,18.0,,1.0,Items handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
5614,3401966,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,77.0,,1.0,Items handed over by the liquidation committee of the Museum of Economic History,1.0,,,good,,,photo
5615,2312495,AM _ 13749 A 49:160,Plaster,49.0,bronze,,,,,,,,,,,,,,,,,AM,_,13749.0,,,A,160.0,,1.0,Received from Reinhold Breven in 1905.,,,,satisfactory,,,archaeological find
5616,3601618,ETMM _ 7426 Mo 33:1/29:7,"Photo EMO choir, EMO choir in Helsinki",33.0,photographic material,,appearances,,mai.39,,ei,,,,,,,,,,,ETMM,_,7426.0,,,Mo,1.0,29:07:00,1.0,,1.0,,,satisfactory,,,photo
5617,3604678,,,,,,,,,,,,,,,,,black and white photography,,,,ETMM,_,7855.0,,,M,1.0,50:10:00,1.0,,1.0,,,good,,,photo
5618,4092039,ETMM _ 12150 M 20:1/25:11,"Kava, Areng, Kuno-RAM soloists and ensembles",20.0,paper,,making music and singing,,okt.01,,ei,,contact person,"Areng, Kuno",,,,,,,,ETMM,_,12150.0,,,M,1.0,25:11:00,1.0,,1.0,,,satisfactory,,,plan
5619,2708029,AM N 38996:2,"Tallinn, Kalamaja, Mihhail Kalinini (Kopli) street.",38996.0,silver gelatin emulsion,,street,street Kopli,,,,"Tallinn, Estonia",,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,2.0,,1.0,,1.0,,,good,,,photo negative
5620,2231074,,,,,,,,,,,,,,,,,,,,,ETMM,_,2563.0,,,T,1.0,49:157,1.0,,1.0,,,good,,,plan
5621,3695567,ETMM _ 7223 T 402:1448/Ar,Maria Stuart,402.0,paper,,playwriting,,,,,,the author,"Schiller, Friedrich von",,,,printing,volume of the book,lk,143,ETMM,_,7223.0,,,T,1448.0,Ar,1.0,,1.0,,missing front cover and title page,satisfactory,,,book
5622,3337827,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,Received from the estate of former Estonian ballet dancer Jevgeni Basihhin (26.04.1951- 12.2016).,1.0,"Full portrait, Yevgeny in his old age.","corners lightly chipped, corners lightly chipped",good,,,photo
5623,201339,ETMM _ 9422 M 236:2/236:1,"""Circle song"" for children's choir a cappella",236.0,paper,,composing,,,,,,the author,"Päts, Riho",,,,handwriting,,,,ETMM,_,9422.0,,,M,2.0,236:01:00,1.0,,1.0,,,satisfactory,pink,Round song,"script, song/vocal music"
5624,2065519,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,9.0,,1.0,,,,,good,,,photo
5625,2708064,,,,,,,,,,,,,,,,,,,,,AM,_,16189.0,,,F,4.0,,1.0,,1.0,,,good,,,photo
5626,3693720,ETMM _ 6145 Fk 16917/k,"Laurencia, Teater Estonia, 1949, in parts: Village Girl - Ita Kongas, Frondoso - Artur Koit, Village Girl - Eike Joasoo",16917.0,movie,,theater,,1949,,ei,,liaison organization,Rahvusooper Estonia,,,,black and white photography,negative format,24 x 36 mm,1,ETMM,_,6145.0,,,Fk,,k,1.0,,1.0,,,satisfactory,,,photo negative
5627,3710626,ETMM _ 9786 T 23:2/67:3,Costume design for the character Puppet II for the play The Nutcracker. Ancient 1979,23.0,paper,,theater performances,,1979,,ei,,composer,"Tšaikovski, Pjotr",,,,mixed media,,,,ETMM,_,9786.0,,,T,2.0,67:03:00,1.0,,1.0,Doll,,good,,,design/drawing/sketch
5628,4028587,,,,,,,,,,,,,,,,,,,,,ETMM,_,12917.0,109.0,,Df,,,1.0,Digital photos of Ugala Theater productions 2015 - 2019,1.0,,,good,,,digital image
5629,1796783,ETMM _ 12519:55 M 39:500/Ar,Ballade pour Piano,39.0,paper,,instrumental music,,,,,,the author,"Tubin, Eduard",,Sheet music: Eduard Tubin: Ballade pour piano,name on the source document,printing,print volume,lk,11,ETMM,_,12519.0,55.0,,M,500.0,Ar,1.0,"Heino Eller's personal library
Peeter Süda's father's library
Hillar Saha's personal library
Anton Kasemets personal library",1.0,"Stockholm, 1945
11 pages.
E.Tubina devoted herself to H.Eller",,satisfactory,,E. Tubina committed to H. Eller,printed notes
5630,3166163,AM _ 13738:676/1 P 2974,Von Kroeger seal with coat of arms,2974.0,organic matter,Polish,preparation,,1701,1800,ei,,,,,,,,diameter,cm,"2,2",AM,_,13738.0,676.0,1,P,,,1.0,Taught from the collection of the Estonian Society,1.0,,Cracked,satisfactory,,Von Kroeger - Nobles of Livonia,there/imprint
5631,2335940,AM _ 34922 A 980:2,sequin,980.0,bronze,,,,,,,,,,,,,,,,,AM,_,34922.0,,,A,2.0,,1.0,September 2001 from the cemetery area M. Mandel,,,,good,,,archaeological find
5632,2828275,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,92.0,,1.0,,1.0,,,good,,,photo negative
5633,4030253,,,,,,preparation,,,,,,the author,"Proosa, Alan",,,,,,,,ETMM,_,12918.0,132.0,,Df,,,1.0,Digital photos of Rakvere Theatre's 2018-2019 productions,1.0,,,good,,,digital image
5634,2807387,AM N 8752:8,Photo negative,8752.0,movie,,taking pictures,,17.08.1954,,ei,"Tallinn, Estonia",the author,"Ringo, Richard",,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,8.0,,1.0,,1.0,,,good,,,photo negative
5635,2510250,AM _ 25159:261 M,a denarius,,silver,,preparation,the city of Soest,1000,1025,,,,,,,,,weight,g,1.54,AM,_,25159.0,261.0,,M,,,1.0,,,coin hoards,,unspecified,,"Shame. 849b; Ilisch 1990, S. 142 f.",coin
5636,3508626,ETMM _ 7215 M 8:1/89:7,"Kava, Franz Erika, Moscow Chamber Orchestra Estonia ks",8.0,paper,,culture,,10.03.1960,,ei,,contact person,"Franz, Erika",,,,,,,,ETMM,_,7215.0,,,M,1.0,89:07:00,1.0,,1.0,,,satisfactory,,,plan
5637,2825301,AM N 44039:1,Permanent exhibition in the large hall of the Suurgild building of the Estonian History Museum,44039.0,photographic material>emulsion>chromogen emulsion,,exhibition,,1993,mai.02,ei,,,,,,,photography>color photography>chromogen procedure,negative format,24 x 36 mm,1,AM,,,,,N,1.0,,1.0,,1.0,,,good,,,photo negative
5638,3095823,,,,,,theater performances,,08.12.2001,,ei,"Tallinn, Estonia",actor,"Pennie, Terje",,,,digital photography,,,,ETMM,_,12738.0,35.0,,Df,,,1.0,Photos of the 2001 productions of the Estonian Puppet and Youth Theater.,1.0,,,good,,,digital image
5639,3555496,ETMM _ 5429 T 10:4/13:22,Photo of the technical staff of the Estonian Theatre,10.0,photo paper,,theater,,1931,,ei,Estonia,liaison organization,Teater Estonia,,,,black and white photography,height,cm,28,ETMM,_,5429.0,,,T,4.0,13:22,1.0,,1.0,,,good,,large format,photo
5640,4249889,,,,,,preparation,,,,,,the author,"Unt, Aime",,,,,,,,ETMM,_,12941.0,649.0,,T,2.0,93:20:00,1.0,Designs donated by theater artist Aime Undi.,1.0,T463:2/93:20,,good,,,design/drawing/sketch
5641,2553160,,,,,,singing parties,,18.6.1894,20.6.1894,ei,"Tartu, Estonia",,,,,,,,,,ETMM,_,10465.0,,,Mo,1.0,29:01:00,1.0,,1.0,,,good,,,document
5642,2779952,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,2.0,,1.0,,1.0,,,good,,,photo negative
5643,4236491,,,,,,,,,,,,,,,,,black and white photography,,,,ETMM,_,10928.0,,,T,1.0,35:17:00,1.0,,1.0,,,good,,,photo
5644,3376483,ETMM _ 11457 M 159:1/650:7,"Photo by Karl Leichter, Eller students",159.0,photo paper,,photography,,,,,,contact person,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,650:07:00,1.0,,1.0,,,satisfactory,,,photo
5645,2719788,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
5646,4042419,ETMM _ 5792 M 229:1/32:88,Postcard: A. Lyadov,229.0,paper,,,,,,,,,,,,,,,,,ETMM,_,5792.0,,,M,1.0,32:88,1.0,,1.0,,,good,,,postcard
5647,2728584,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
5648,2710448,,,,,,collection activities of the museum,,7.8.,27.08.1961,ei,,,,,,,,,,,AM,_,16857.0,,,F,27.0,,1.0,,1.0,,,good,,,photo
5649,3430622,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,64.0,,1.0,Items handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
5650,4098768,ETMM _ 8617 Af 852:91/M,"Concerts. Robert Schumann's 150th birthday celebration concert, 07/08/1961 Estonian concert.",852.0,paper,,,,,,,,,,,,,printing,width,mm,59,ETMM,_,8617.0,,,Af,91.0,M,1.0,,1.0,,,satisfactory,,With a picture of Schumann.,poster
5651,3987292,ETMM _ 11732 M 94:1/29:16,"Kava, Kaljuste, Heino Children's Choir at Ellerhein Lagedil",94.0,paper,,appearances,,26.05.1984,,ei,,conductor,"Kaljuste, Heino",,,,,,,,ETMM,_,11732.0,,,M,1.0,29:16:00,1.0,,1.0,,,satisfactory,,,plan
5652,2064747,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,79.0,,1.0,,,,,good,,,photo
5653,4089056,ETMM _ Fk 38506/k,"Kihnu Jõnn, Drama Theater, 1968, in parts: wind instrument - Ain Jürisson",38506.0,photographic material,,taking pictures,,1968,,ei,,the author,"Ilo, Alar",,,,,film frame,24 x 36 mm,1,ETMM,_,,,,Fk,,k,1.0,,1.0,TB100321,,satisfactory,,,photo negative
5654,3996995,ETMM _ 8279 Af 774:189/T,"poster, schedule 20.03-2.04.1962, Estonia Teater. Russian speaking",774.0,paper,,,,,,,,,,,,,printing,width,cm,58.5,ETMM,_,8279.0,,,Af,189.0,T,1.0,,1.0,,,satisfactory,,White in color.,poster
5655,3509168,ETMM _ 5812 M 7:1/112:6,Letter to Juhan Simm,7.0,paper,,correspondence,,,,,,addressee,"Simm, Juhan",,,,,document volume,leht,1,ETMM,_,5812.0,,,M,1.0,112:06:00,1.0,,1.0,,,satisfactory,,,a letter
5656,2351894,AM _ 12463:100 M 209,Medal,209.0,tin,,preparation,the city of St. Petersburg,1770,1780,,Russian,,,,,,,height,mm,30,AM,_,12463.0,100.0,,M,,,1.0,,,,,good,,Vsevolod II Olgovich (series of Russian Grand Dukes),medal
5657,3243568,AM _ 9714 G 1828,Peregrinus Schwarz,1828.0,paper,,portrait of a man,,,,,,the author,"Hagen-Schwarz, Julie Wilhelmine",,,,lithography,height,cm,"21,5",AM,_,9714.0,,,G,,,1.0,,1.0,,"pasted on paper, small stains",satisfactory,,,graphics
5658,1982510,,,,,,preparation,,1924,,ei,,,,,,,,,,,ETMM,_,4868.0,,,Fk,,kl,1.0,,1.0,,,satisfactory,,,photo negative
5659,2708581,AM N 39195:2,"Tallinn, Kesklinn, Kassisaba settlement, Koidu street buildings.",39195.0,movie,,street,Koidu street,,,,"Tallinn, Estonia",,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,2.0,,1.0,,1.0,,,good,,,photo negative
5660,4045628,ETMM _ 8279 Af 752:103/T,"Plakat, P. Tchaikovsky's opera works and romances. Estonia. 6.03.1968 in the TRÜ hall",752.0,paper,,,,,,,,,,,,,printing,width,cm,59.5,ETMM,_,8279.0,,,Af,103.0,T,1.0,,1.0,,,satisfactory,,"Color white, with a picture of P. Tchaikovsky, in good condition. on March 6 in the TRÜ hall.",poster
5661,3851157,AM _ 13672:191 G 5752,Portrait of Emil Rathlef,5752.0,paper,,portrait of a man,,,,,,the author,"Krause, Wilhelm",,,,lithography,height,cm,"14,1",AM,_,13672.0,191.0,,G,,,1.0,,1.0,,yellowed,satisfactory,,,graphics
5662,2076477,AM N 5642:516,Interior view of bitumen warehouse,5642.0,photographic material>emulsion>silver gelatin emulsion,,taking pictures,,1933,,,"Kohtla-Järve, Estonia",,,,,,photography>black and white photography,width,cm,15,AM,,,,,N,516.0,,1.0,,1.0,,,unspecified,,,photo negative
5663,3942731,ETMM _ 6695 M 53:1/21:23,"Music director N.Goldschmidt's 10th year. anniversary concert in ""Estonia"" concert hall. Program",53.0,paper,,concerts,,08.11.1936,,ei,,contact person,"Goldschmidt, Nikolai",,,,,,,,ETMM,_,6695.0,,,M,1.0,21:23,1.0,,1.0,,right edge torn,satisfactory,,,plan
5664,2700383,AM _ 39704 K 14344,Pocket size,14344.0,cardboard,,making by hand,,1901,1920,ei,,,,,,,,height,cm,49,AM,_,39704.0,,,K,,,1.0,Most of these items have been used in the Estonian History Museum at various times.,1.0,Sakvuajaj comes from the 20th century. from the beginning,"The bag is dirty and stained on the top, the leather straps are broken, The bag is dirty and stained on the top, the leather straps are broken",satisfactory,,"The satchel is made of wood and cardboard and covered with brown textile and edged with brown leather and reinforced with metal rivets on top. It has two leather handles and two long fastening straps and is closed with a zipper. Inside, the pocket lining is lined with beige and red striped textile and has a flap in the middle with a pocket and leather fastening straps.",bag
5665,2431899,AM _ 3350-R F 1362,Tallinn 1944. House ruins.,1362.0,silver gelatin paper,Agfa Brovia,bombing,,1944,,ei,"Tallinn, Estonia",,,,,,black and white photography,height,cm,"17,9",AM,_,3350.0,,R,F,,,1.0,,1.0,,,good,,,photo
5666,3607390,,,,,,,,,,,,,,,,,,,,,AM,_,,,,F,69.0,,1.0,"The photo album belonged to Dutch Consul Arie van der Bosch, his wife and daughters, whose summer residence was in Maarjamäe Castle, and the family stayed in Holland in winter. The album was compiled in the summer of 1926, when the consul traveled around Estonia with his family. Later, it became the owner of Ellen Hals (Halls, born Heinsoo), who was a servant of the family. In the winter of 1939/40, Ellen stayed with the consul's family in Holland and stayed there because of the war.
The album was handed over to the museum by Ilmar van der Heij, son of Ellen Hals. The photos were taken by Consul Arie van der Bosch. Since it was not possible to get in touch with the transferor to sign the deed, the museum's research director Krista Sarv will hand over the items.",1.0,,,good,,,photo
5667,2353380,AM _ 16105 M 370,Medal,370.0,bronze,,preparation,the city of St. Petersburg,1883,,,Russian,,,,,,,diameter,mm,26,AM,_,16105.0,,,M,,,1.0,,,,,good,,Alexander III and Maria Feodo. in case of coronation,medal
5668,2981713,ETMM _ 10045 T 429:5893/Ar,Полное собрание сочинении. Редакция П.И. Вейнбергай П. Быкова.Т3,429.0,paper,,literature,,,,ei,,the author,Мольер,,,,printing,volume of the book,lk,355,ETMM,_,10045.0,,,T,5893.0,Ar,1.0,,1.0,,,good,,,book
5669,4280645,ETMM _ 11337 T 10:1/198:35,A. Mäeberg's letter regarding the construction of the Teater Estonia theater building in 1911,10.0,paper,,theater activity,,02.02.1911,,ei,Estonia,addressee,Teater Estonia,,,,handwriting,document volume,leht,1,ETMM,_,11337.0,,,T,1.0,198:35:00,1.0,,1.0,,slightly yellowed,good,,,a letter
5670,4295892,ETMM _ 10447 Fk 84711/r,"in the picture: Hugo Schüts, inner pages of Tallinn Conservatory's student ticket",84711.0,photographic material,,music,,,,,,contact person,"Schüts, Hugo",,,,,film frame,60 x 60 mm,1,ETMM,_,10447.0,,,Fk,,r,1.0,,1.0,TB020322,,good,,,photo negative
5671,3208047,ETMM _ 8201 M 13:1/240:1,Letter from Antonina Tamme (student of A. Tamme),13.0,paper,,correspondence,the city of Budapest,06.01.1936,,ei,Hungary,addressee,"Tamm, Aino",,,,,,,,ETMM,_,8201.0,,,M,1.0,240:01:00,1.0,,1.0,,,good,,,a letter
5672,3381660,AM F 33120:28,The work of the red corner of the Pärnu Commercial Administration A/Ü in 1970. Salme Käsper is going on retirement.,33120.0,silver gelatin paper,,trade unions,,1970,,ei,"Pärnu, Estonia",,,,,,,height,cm,"10,9",AM,,,,,F,28.0,,1.0,Things handed over by the liquidation committee of the Museum of Economic History.,1.0,,,good,,,photo
5673,2038334,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,,,,good,,,photo
5674,3252488,ETMM _ 12761:401 Mo 316:1/10:24,"Reet Kromel ensemble, flutist Tauno Saviauk. Tartu Popular Music Days '88",316.0,photo paper,,music festivals,,mai.88,,ei,"Tartu, Estonia",performer,"Saviauk, Tauno",,,,,,,,ETMM,_,12761.0,401.0,,Mo,1.0,10:24,1.0,Reception of photos and documents of the Tartu Popular Music Days in Mo 316 collection. Acceptable material has cultural and musical historical value.,1.0,10:24 am,,good,,,photo
5675,2145906,ETMM _ 10676 Ar 2333,Iron nation,2333.0,paper,,playwriting,,,,,,the author,"Ellor, Elmo",,,,printing,print volume,lk,60,ETMM,_,10676.0,,,Ar,,,1.0,Archive library of the Estonian Theater and Music Museum,1.0,,,good,,,book
5676,2539158,AM Fm 316:614,"Shooting of the movie ""Dangerous Games"".",316.0,photographic material>film,,taking pictures,,25.05.1973,18.04.1974,ei,Estonia,the author,"Reimann, Villu",,,,photography>black and white photography,negative format,60 x 60 mm,1,AM,,,,,Fm,614.0,,1.0,"Addendum to Act No. 2013:7395 (15.08.2013). Partially preserved collection of negatives from Tallinnfilm's photo archive - coverage of two films: ""Indrek"", ""Dangerous Games"".",,,,good,,,photo negative
5677,2352787,AM _ 12463:668 M 12,Medal,12.0,bronze,,preparation,the city of St. Petersburg,1864,,,Russian,the author,"Tšukmassov, Ivan",,,,,diameter,mm,70,AM,_,12463.0,668.0,,M,,,1.0,,,,,good,,Karl Ernst v. Baer,medal
5678,3838076,ETMM _ 11673 M 164:1/2:9,"Document, Lepnurm, Hugo - Pension certificate no. 09-5092",164.0,paper,,personal and family life,,1978,,ei,,,,,,,,,,,ETMM,_,11673.0,,,M,1.0,02:09,1.0,,1.0,,,satisfactory,,,document
5679,2789405,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,1.0,,1.0,,1.0,,,good,,,"photographic negative, photographic negative"
5680,2229708,,,,,,,,,,,,,,,,,,,,,ETMM,_,2563.0,,,T,1.0,49:97,1.0,,1.0,,,good,,,plan
5681,2059384,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,39.0,,1.0,,,,,good,,,photo
5682,4090654,ETMM _ 10566 M 47:1/43:1,"Travel notes from Czechoslovakia, translation of the article ""Estonsko spieva Prahe"" from Bratislava daily ""Praca"", letters of G. Ernesaksa with translation by E. Avesson 1958",47.0,paper,,concerts,,1958,,ei,,the author,"Avesson, Elsa",,,,,,,,ETMM,_,10566.0,,,M,1.0,43:01:00,1.0,,1.0,,,good,,,manuscript
5683,2053784,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,22.0,,1.0,,,,,good,,,photo
5684,3125310,ETMM _ 5743 M 15:1/86:4,"Program, Eduard Visnapuu, Mart Saare's 50th anniversary concert",15.0,paper,,culture,,01.10.1932,,ei,,participant,"Visnapuu, Eduard",,,,,,,,ETMM,_,5743.0,,,M,1.0,86:04:00,1.0,,1.0,,,satisfactory,,,plan
5685,3679408,ETMM _ 7560 T 49:1/153:9,"Photo, Paul Pinna, Alfred Sällik, Gustav Avesson, Raimund Kull, undated, Paul Pinna collection",49.0,photo paper,,,,,,,,,,,,,black and white photography,,,,ETMM,_,7560.0,,,T,1.0,153:09:00,1.0,,1.0,,,good,,,photo
5686,3245222,ETMM _ 10271 M 21:98/Ar,Singer,21.0,paper,,vocal music,,,,,,the author,"Oja, Eduard",,,,printing,print volume,lk,4,ETMM,_,10271.0,,,M,98.0,Ar,1.0,,1.0,,,satisfactory,,Composer Evald Aava's library,sheet music
5687,3910727,ETMM _ 6978 M 3:1/28:7,"Letter, Saha, Hillar, from Herman Känd to H. Saha from Räpina",3.0,paper,,correspondence,,14.06.1938,,ei,,compiler,"Känd, Herman",,,,,,,,ETMM,_,6978.0,,,M,1.0,28:07:00,1.0,,1.0,,,good,,,a letter
5688,3979607,ETMM _ 6695 M 53:1/104:9,Nikolai Goldschmidt in Samarkand in 1943. During the tour of the jazz orchestra of the Estonian National Art Ensembles. Photo,53.0,paper,,,,,,,,,,,,,,,,,ETMM,_,6695.0,,,M,1.0,104:09:00,1.0,,1.0,,"pasted on backing paper, punch holes in the corners",satisfactory,,,photo
5689,2403761,AM _ 1907-R F 1371,Tallinn in 1944. Ruins of buildings Estonia pst..,1371.0,silver gelatin paper,Agfa Brovia,bombing,,1944,,ei,"Tallinn, Estonia",,,,,,black and white photography,height,cm,"17,8",AM,_,1907.0,,R,F,,,1.0,,1.0,,,good,,,photo
5690,3648192,ETMM _ 9083 T 174:2/130:14,Costume design for Soldier from the Estonian Theater production Boris Godunov,174.0,paper,,theater performances,the city of Tallinn,1956,,ei,Estonia,the author,"Mei, Natalie",,,,watercolor,height,cm,30,ETMM,_,9083.0,,,T,2.0,130:14:00,1.0,,1.0,,,good,,,design/drawing/sketch
5691,3281760,ETMM _ 10605 T 392:1/119:2,"Estonian SSR Theater Association, transcript, meeting with critics, Heino Kulvere, Rakvere 1961",392.0,paper,,theater activity,,10.11.1961,,ei,,contact person,"Kulvere, Heino",,,,typing,document volume,leht,27,ETMM,_,10605.0,,,T,1.0,119:02:00,1.0,,1.0,,,good,,"Rakvere's chief exemplar sm. Heino Kulvere's meeting with critics on Nov. 10. 1961
Speakers: Levin, Kulvere, Lumet, Kalmet, J. Lott, E. Link, L. Tormis",document
5692,2338565,AM F158 10:152,Museum of Ethnography 1909-1984,10.0,paper,,preparation,,1984,,,,the author,"Karm, E.",,,,,,,,AM,,,,,F158,152.0,,1.0,,,,,good,,"In dark brown, red and white + museum emblem.",poster
5693,3843156,AM _ 13671:243 G 5245,Hotel Bellevue in Riga,5245.0,paper,,preparation,,,,,,the author,"Schulz, Carl",,,,lithography,height,cm,"8,7",AM,_,13671.0,243.0,,G,,,1.0,,1.0,,slightly soiled,good,,,graphics
5694,3646400,ETMM _ 5659 T 35:2/52:2,"Costume designs for the characters Elviine, Robert Vestberg for the production Quiet Corner. O. Luts, A. Särev, Rakvere Theater 1958",35.0,paper,,theater performances,,1958,,ei,,liaison organization,Rakvere Teater,,,,watercolor,,,,ETMM,_,5659.0,,,T,2.0,52:02:00,1.0,,1.0,,,good,,"O. Luts, A. Särev; costume designs",design/drawing/sketch
5695,2165128,,,,,,,,,,,,,,,,,,,,,ETMM,_,2561.0,,,T,1.0,43:19:00,1.0,,1.0,,,good,,,plan
5696,2154418,ETMM _ 5979 M 9:2/258:2,"""Meri"" for mixed choir",9.0,paper,,music,,,,,,,,,,,handwriting,document volume,leht,2,ETMM,_,5979.0,,,M,2.0,258:02:00,1.0,Mart Saare personal collection M9,1.0,note p. with a pencil,,satisfactory,,,"script, song/vocal music"
5697,3996749,ETMM _ 8248 M 333:2/2:3,"Manuscript, Vain,Evald- Lullaby, lyrics by Erika Vain",333.0,paper,,composing,,,,,,the author,"Vain, Evald",,,,handwriting,,,,ETMM,_,8248.0,,,M,2.0,02:03,1.0,,1.0,,,satisfactory,,,manuscript
5698,3146750,ETMM _ 3211 M 18:1/8:13,Monument in Põltsamaa. (live view),18.0,paper,,culture,,,,,,participant,"Hermann, Karl August",,,,,,,,ETMM,_,3211.0,,,M,1.0,08:13,1.0,,0.0,,,good,,,photo
5699,3778151,ETMM _ 8652 M 22:1/7:3,"Letter, Aavik, Juhan, to Juhan Aavik from Mr. E. Mauring",22.0,paper,,correspondence,,,,,,compiler,"Mauring, E.",,,,,,,,ETMM,_,8652.0,,,M,1.0,07:03,1.0,,1.0,,,good,,,a letter
5700,3207625,AM N 45070:7,Glass negative,45070.0,silver gelatin emulsion,,,,,,,,,,,,,,width,cm,13,AM,,,,,N,7.0,,1.0,"The author of the glass negatives is Hugo Raud (born 1894 Vana-Vigala), father of the transferor. The glass negatives have the watchmaker's workshop of the grandfather of the transferor, Kristjan Raud (1864 Vinni, Viru-Jaagupi - November 7, 1935).
Grandfather was a cook in the Vigala manor and a servant to his wife. Around 1904, he ran a teahouse in Märjamaa. Either immediately after 1905 or later, the family moved to Tallinn, and the father had a watchmaker's workshop near Tartu mnt. When the Republic of Estonia was established, the family moved to Petseri, due to the health condition of the grandmother.
The negatives probably also have family pictures of Petser and interior views of the Mayer chemical factory in Tallinn, where Hugo Raud himself worked.",1.0,,,good,,,photo negative
5701,3602248,,,,,,,,,,,,,,,,,,document volume,leht,12,ETMM,_,7560.0,,,T,1.0,70:02:00,1.0,,1.0,,,good,,,manuscript
5702,3541173,AM F 33246:19,"The archive of Leonid Heina, the master pastry chef of the ""Tallinn"" cafe. Cake.",33246.0,silver gelatin paper,,catering service,building - facility Kohvik Tallinn,,,,"Tallinn, Estonia",,,,,,,width,cm,"14,9",AM,,,,,F,19.0,,1.0,Items handed over by the liquidation committee of the Museum of Economic History.,1.0,KMM 287,,satisfactory,,,photo
5703,3326817,ETMM _ 10605 T 392:1/200:4,"Estonian USSR Teatriühing, manuscript, Leo Kalmet's speech at Ly Lasner's 60th anniversary event, 1962",392.0,paper,,theater activity,,1962,,ei,,contact person,"Lasner, Ly",,,,handwriting,document volume,leht,15,ETMM,_,10605.0,,,T,1.0,200:04:00,1.0,,1.0,,,good,,,manuscript
5704,3697547,ETMM _ 7223 T 402:1478/Ar,Stickluft,402.0,paper,,printing/ publishing,the city of Berlin,1896,,ei,Germany,publisher,Schuster & Loeffler,,,,printing,volume of the book,lk,102,ETMM,_,7223.0,,,T,1478.0,Ar,1.0,,1.0,,,satisfactory,,,book
5705,2712030,,,,,,,,,,,,,,,,,,,,,AM,_,17369.0,,,F,2.0,,1.0,,1.0,,,good,,,photo
5706,3202946,ETMM _ 12033 M 338:1/13:2,Raimond Valgre (below left) with the company,338.0,photographic material,,group portrait,,,,,,contact person,"Valgre, Raimond",,,,,,,,ETMM,_,12033.0,,,M,1.0,13:02,1.0,,1.0,,,good,,,photo
5707,2746551,AM N 3265,8. Estonian Rifle Corps. Jefreitor,3265.0,silver gelatin emulsion,,portraiture,,,,,,,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,good,,,photo negative
5708,1886499,ETMM _ 7373 Ar 753,Taurus born Nina,753.0,paper,,printing/ publishing,,,,,Estonia,,,,,,typing,print volume,lk,73,ETMM,_,7373.0,,,Ar,,,1.0,Archive library of the Theater and Music Museum: books and sheet music,0.0,,,satisfactory,,"Drama Theater Society Library, Taavet Mutsu Theater Library",manuscript
5709,2566467,,,,,,singing parties,,28.06.1947,29.06.1947,ei,"Tallinn, Estonia",,,,,,,,,,ETMM,_,8860.0,,,Mo,1.0,31:01:00,1.0,,1.0,,,good,,,document
5710,2728984,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,1.0,,1.0,,1.0,,,good,,,postcard
