id,type,curie_similarity
2962554,magazines,"[ 6.28524041e-03  1.47661977e-02  7.46543845e-03 ... -7.19397576e-05
  8.93839821e-03  6.76097907e-03]"
3537977,digital image,[0.00512683 0.02277957 0.01918983 ... 0.02507089 0.02016364 0.01509409]
3694118,photo,"[-0.00249643  0.00779701  0.01939766 ...  0.00119037  0.01442793
  0.02269229]"
3239996,photo,[0.00280243 0.01785323 0.00616487 ... 0.00168481 0.01806383 0.02536786]
3562552,design/drawing/sketch,[0.01154281 0.005127   0.00027972 ... 0.0179398  0.00529163 0.00353716]
2856303,photo,"[ 0.00304051  0.0190441   0.00401689 ... -0.00577295 -0.0003383
  0.0052895 ]"
4087618,design/drawing/sketch,"[ 0.00264007 -0.01349057  0.01577489 ...  0.02610113  0.00542993
  0.01277907]"
2319050,archaeological find,[0.00764204 0.01413326 0.00284139 ... 0.00939205 0.01248787 0.00170959]
3241968,design/drawing/sketch,"[-0.00464266  0.00402159  0.00906806 ...  0.02076209  0.01294088
  0.00712693]"
2448712,photo,[0.00046555 0.01806314 0.00264654 ... 0.01044525 0.02656399 0.00727504]
3770092,photo,"[-0.00073525  0.01131474  0.01617439 ...  0.02317962  0.01822828
  0.01336863]"
2511544,coin,"[ 0.01231349  0.02177486  0.00653612 ...  0.00161003  0.00907286
 -0.00777021]"
2038638,photo,"[-0.00292477  0.0178682   0.00049875 ...  0.00572449  0.01358873
  0.02295355]"
2458165,photo,[0.0145801  0.012125   0.0007584  ... 0.00127811 0.01916108 0.01120316]
3137203,letter,"[-0.01272826  0.00429579  0.01227903 ...  0.00427941  0.00508195
  0.02102035]"
4290960,photo negative,[0.00575097 0.01428801 0.01622696 ... 0.01752587 0.01840122 0.00700282]
2335204,archaeological find,"[ 0.00462983  0.01936331  0.01187309 ... -0.00474013  0.01001253
  0.01089486]"
2077037,photo negative,"[-0.00079936  0.0211726   0.01319302 ...  0.00635272  0.01967232
  0.00072494]"
2313281,archaeological find,"[ 0.0080998   0.01984474  0.00743704 ... -0.00153262  0.01431548
  0.01036736]"
2319176,archaeological find,[0.00543565 0.02017881 0.00605741 ... 0.0045148  0.00751759 0.0054545 ]
3916242,book,"[ 0.00857973  0.01592779 -0.00040618 ...  0.00839312  0.02530532
  0.00155826]"
3299973,photo,"[-0.01137761  0.00653419  0.0108545  ...  0.00922446  0.01241449
  0.01383435]"
3662839,design/drawing/sketch,"[-0.00133628  0.00485796  0.02083413 ...  0.01158261  0.01275727
  0.00805866]"
4095138,poster,[0.01115592 0.02101032 0.02089876 ... 0.01165794 0.01995051 0.00756278]
2433895,book,"[-0.01645348  0.02328713  0.00148133 ...  0.01034461  0.0251132
  0.00389688]"
2473601,book,"[-0.00136522  0.01464402  0.01176045 ...  0.0014088   0.01421996
  0.0090088 ]"
207528,manuscript,"[ 0.00614111  0.01334573  0.00397643 ...  0.01023047  0.01955743
 -0.00092528]"
2763251,photo negative,"[-0.00757828  0.01361249  0.00671152 ...  0.00752145  0.02140865
  0.01349882]"
2327478,archaeological find,"[ 0.00491571  0.01244938 -0.00076749 ...  0.00136783  0.00542424
  0.00802335]"
2333034,archaeological find,"[ 0.01283498  0.01921928 -0.00079448 ...  0.00751316  0.00705782
  0.02102168]"
3601025,letter of honor/honorary address,"[-0.0139202   0.01431684  0.00161844 ... -0.00222166  0.01349522
  0.008405  ]"
3665288,magazines,"[ 0.00266789  0.01743798  0.01028943 ...  0.01768962  0.01714905
 -0.00461813]"
4139884,"script, song/vocal music",[0.00628379 0.00360004 0.00074594 ... 0.01164663 0.0253212  0.00655821]
2351390,medal,"[-0.00693678  0.0169545   0.01392024 ...  0.0027495   0.00115302
  0.00164784]"
4088082,design/drawing/sketch,"[ 0.00133515 -0.01677943  0.01857688 ...  0.02695248  0.00495478
  0.01406912]"
2570876,photo negative,"[ 0.01785466  0.00935266 -0.02367206 ...  0.01184518 -0.00422127
 -0.00203403]"
2330148,archaeological find,[0.00940786 0.01628338 0.00825636 ... 0.00209993 0.01098937 0.00662707]
3951516,book,[0.00889418 0.0055918  0.00964823 ... 0.00139681 0.02323934 0.00283224]
4030471,digital image,"[-0.00109579  0.00727259  0.01612292 ...  0.01642167  0.00383701
  0.00868696]"
3403704,plan,"[ 0.01313141 -0.00355884 -0.00818154 ...  0.02133076  0.00442239
  0.00135543]"
3662673,photo,"[-0.00605357  0.01003508  0.00170155 ...  0.00230668  0.03051409
  0.01116868]"
3584064,graphics,[0.00881356 0.01141178 0.01051329 ... 0.01558931 0.01013352 0.01253258]
2331919,archaeological find,[0.0048631  0.00414194 0.00164752 ... 0.006239   0.0073587  0.01983196]
2020142,music sheet,"[-0.00515405  0.00620895  0.00490839 ...  0.01152196  0.00504808
 -0.0070808 ]"
3852333,photo,"[-0.01020725  0.00490376  0.00069315 ...  0.00781347  0.01419533
  0.01665883]"
2395465,photo,"[-0.00323567  0.02609303  0.00620229 ... -0.00947807  0.01838973
  0.00285097]"
3499372,manuscript,"[-0.00069016  0.02283206  0.00360111 ... -0.00852786  0.01611729
 -0.00984895]"
3402757,photo,"[-0.01197997  0.0171371  -0.00375962 ...  0.01111418  0.01038013
  0.02012033]"
3184910,photo,"[-0.01185703  0.01740215 -0.00191695 ...  0.00228514  0.01728994
  0.0060267 ]"
3201485,seal/imprint,"[-0.01206987  0.00785141  0.01265077 ...  0.01050236  0.0127061
  0.00256335]"
3920293,photo,[0.00785428 0.01620872 0.00238268 ... 0.00349645 0.00688639 0.01746837]
4114948,poster,[0.01221994 0.00733841 0.02983212 ... 0.01891883 0.02239709 0.01067405]
3697177,photo,[0.01330049 0.02068559 0.01774616 ... 0.01790135 0.01189467 0.01110961]
3016255,poster,"[ 0.0068951   0.00787622 -0.01061064 ...  0.00108219  0.00846671
 -0.0046308 ]"
2528287,coin,"[ 1.13576883e-03 -5.82110588e-05 -7.82728288e-03 ...  2.03091260e-02
 -1.30067603e-03 -3.46537260e-03]"
4043770,manuscript,"[-0.00136589  0.01278686  0.00946986 ...  0.00920617  0.0101129
  0.0020124 ]"
2315015,archaeological find,[0.00288424 0.00949131 0.00614171 ... 0.0016807  0.02670227 0.0080173 ]
3873691,poster,"[ 0.01402598  0.00664685 -0.00189524 ...  0.00726647  0.02258803
  0.01072133]"
3367654,plan,"[-0.01127829  0.01243504  0.00866597 ...  0.00871416  0.01561609
  0.01546186]"
4030126,digital image,[0.00144233 0.0084101  0.01953132 ... 0.0146907  0.00726092 0.00557234]
2334568,archaeological find,"[ 0.00211414  0.02022674  0.00986825 ...  0.00896041  0.01192906
 -0.00392188]"
2714039,book,"[ 0.01863774  0.00607588 -0.0025218  ...  0.0040066   0.00275512
  0.00814989]"
2075838,photo negative,"[-0.00660887  0.00985271  0.00322287 ...  0.01399141 -0.00812825
  0.01428037]"
2511653,coin,"[ 0.01231349  0.02177486  0.00653612 ...  0.00161003  0.00907286
 -0.00777021]"
3414045,photo,"[-0.00516324  0.01220316  0.00291365 ...  0.00112841  0.0059091
  0.01325216]"
3118771,photo negative,[0.01790517 0.02504858 0.01986354 ... 0.02404141 0.00839771 0.0142029 ]
4039469,postcard,"[ 0.00992373 -0.00156118  0.00017968 ...  0.00097073  0.01195796
 -0.00280623]"
3324904,poster,[0.00545093 0.01940001 0.00116696 ... 0.0231286  0.01339074 0.01303113]
3987460,plan,"[ 0.0136036   0.01668559  0.01024227 ... -0.00056303  0.01513063
  0.00803553]"
3850579,letter,"[ 0.00041937  0.00490784  0.00692871 ... -0.00544332  0.0033526
  0.01826237]"
3167042,book,"[-0.00021657  0.00501409  0.01382212 ...  0.01864557  0.00417523
  0.00662032]"
3080968,photo negative,"[-0.01744146  0.01027478 -0.00440076 ...  0.00729025  0.01971313
  0.01255595]"
2545040,music sheet,[0.01445662 0.01552126 0.01019808 ... 0.01307446 0.02698943 0.00572008]
2041965,photo,"[ 0.00474094  0.01058137 -0.00676606 ...  0.01487595  0.01291191
  0.00941611]"
3190609,manuscript,"[-0.00342658  0.00565054 -0.00884278 ... -0.00672936  0.00537199
 -0.01098273]"
2510970,coin,[0.01109142 0.01272445 0.01296988 ... 0.00359645 0.01663241 0.00474571]
3713433,plan,"[ 0.00506074  0.02585068 -0.00171679 ...  0.00661436  0.0216403
  0.00132034]"
2314511,archaeological find,"[ 0.0028869  -0.00772258 -0.00619982 ... -0.00997047  0.00903687
  0.002794  ]"
2323399,archaeological find,"[ 0.00464522  0.01973864  0.0165406  ... -0.00371997  0.01292501
  0.00097685]"
3142990,seal/imprint,"[ 0.0064645  -0.00747443  0.007265   ... -0.00021321  0.0152281
  0.0209433 ]"
3283060,photo negative,"[-0.00419229  0.02663725  0.01848493 ...  0.00891068  0.01125211
  0.0209875 ]"
1325374,photo,"[-0.00554945  0.00424901  0.01503961 ...  0.01956447  0.01132143
  0.01799746]"
3118745,book,"[ 0.0053104   0.02063199 -0.00181697 ...  0.01375466  0.01105898
  0.01492629]"
3439145,graphics,"[ 0.01396437  0.0050615  -0.00687084 ...  0.0149943   0.01566236
  0.01343549]"
3300281,photo negative,[0.00376615 0.01224117 0.01019629 ... 0.01274771 0.01536478 0.02018621]
3955487,photo,"[-0.00400623  0.0079762   0.01371362 ...  0.01466533  0.0230222
  0.00961676]"
3557352,design/drawing/sketch,[0.00101928 0.01236219 0.0170244  ... 0.01651045 0.00595624 0.01162798]
3840379,photo negative,"[-0.00113758  0.00843156  0.00720098 ...  0.01574016  0.01001306
  0.01987639]"
2962287,design/drawing/sketch,"[-0.00394729  0.0134356   0.01969937 ...  0.01002574 -0.00517502
  0.01568722]"
3387031,photo,"[ 0.00092277  0.00884552 -0.00618441 ...  0.0023978   0.00074509
  0.00164863]"
4086018,photo negative,[0.01138039 0.00516829 0.01205471 ... 0.0083136  0.02309332 0.00284972]
3579165,digital image,[0.00298236 0.01853785 0.01983473 ... 0.0144374  0.01624922 0.00995551]
2653498,photo negative,"[-0.00561832  0.01377002  0.00075195 ...  0.01068509  0.01685496
  0.00676348]"
2745820,photo negative,"[ 0.00280614  0.02132118  0.00489823 ...  0.01536326  0.02455938
 -0.00895962]"
3604227,graphics,[0.02082498 0.01081915 0.00607632 ... 0.00156637 0.01177434 0.00212553]
197681,"script, song/vocal music",[0.00966444 0.01050317 0.00967397 ... 0.01523055 0.01197095 0.00412216]
2197660,photo,"[-0.00121632  0.02196048  0.0086907  ...  0.01720969  0.00638209
  0.01084668]"
2315606,archaeological find,"[ 0.00222696  0.00602916  0.00436411 ... -0.00653581 -0.00706088
  0.01493241]"
2431957,photo,[0.00180891 0.01277433 0.00866864 ... 0.01217097 0.02830151 0.00805584]
2933475,"script, song/vocal music",[0.00324922 0.01949532 0.0107139  ... 0.00600111 0.01734496 0.00455885]
3435409,photo,"[-0.00743413  0.0128294   0.00210618 ...  0.00786691  0.00419312
  0.01450281]"
2339997,photo,"[-0.00813015  0.01821493  0.01058524 ... -0.01197332  0.02379555
  0.00623689]"
2137887,photo negative,"[ 0.01157913  0.03725949  0.00831635 ...  0.01746714 -0.01237608
  0.02512719]"
3474406,document,"[-0.00390967  0.01875341  0.00766129 ...  0.01110143  0.01108283
  0.00370512]"
3706999,graphics,[0.00682292 0.01627974 0.01247833 ... 0.01371122 0.01647588 0.00941946]
3605891,design/drawing/sketch,"[-0.00220412  0.00513199  0.0150858  ...  0.02148669 -0.00463148
  0.01604453]"
2043194,photo,"[-0.00958525  0.01059422  0.02223478 ... -0.00301057  0.02040368
  0.0056381 ]"
3690735,design/drawing/sketch,"[ 0.00158011  0.01348621  0.01634867 ...  0.0127754  -0.00164735
  0.00919732]"
2524811,coin,"[ 0.00781106 -0.00463639 -0.0235702  ...  0.01927641  0.01141054
 -0.0081034 ]"
2046308,photo,"[ 0.01628449  0.01871487  0.00836981 ... -0.00415304  0.0088659
 -0.00096203]"
203349,"script, song/vocal music",[0.00773853 0.00615307 0.00610589 ... 0.00494511 0.01250433 0.00254333]
3066298,photo negative,[0.0009418  0.0099492  0.00095596 ... 0.01223263 0.0132203  0.00639721]
4112873,"script, song/vocal music",[0.00822935 0.01624422 0.00731549 ... 0.00361812 0.01445381 0.00300499]
3352358,document,"[-0.00835242  0.01718752  0.00448617 ...  0.00588218  0.0129285
  0.00644059]"
394188,photo,[0.00982935 0.01823292 0.00782288 ... 0.00051755 0.00655762 0.02283128]
3731095,design/drawing/sketch,"[-0.00375626 -0.00095051  0.0242818  ...  0.0141186   0.00196168
  0.02397049]"
3539942,manuscript,"[ 0.01136433  0.00219014 -0.0067707  ...  0.00090566 -0.00145102
 -0.00317635]"
3683259,design/drawing/sketch,"[-0.00491394  0.01104829  0.01667875 ...  0.00784012  0.0170763
 -0.00013558]"
4089348,photo negative,[0.00455368 0.01744878 0.00818729 ... 0.00086111 0.02051258 0.01445969]
2317070,archaeological find,"[ 0.0062227   0.02195691  0.00594351 ... -0.00145985  0.01291861
  0.01205737]"
2818062,photo negative,"[-0.00491381  0.02573808  0.01609105 ...  0.00428414  0.01241283
  0.00929536]"
3933787,book,"[-0.00376461  0.01029264  0.00661411 ...  0.00206578  0.02020474
  0.01600071]"
2510556,coin,"[ 0.00850417  0.01576672  0.01244357 ...  0.00077202  0.00679238
 -0.00694302]"
1658494,book,"[-0.0193037   0.01597162  0.0027713  ...  0.0125837   0.02537217
  0.0173212 ]"
2325637,archaeological find,[0.01087555 0.02333575 0.00947956 ... 0.00395217 0.0114132  0.01151696]
2078230,photo negative,"[-0.00803869  0.01120602  0.00164031 ...  0.01558647  0.01537878
  0.0018185 ]"
3833226,photo negative,[0.00222397 0.00960664 0.01071223 ... 0.01334152 0.00028366 0.01132542]
3851382,"photo, postcard","[ 0.0040962   0.01048044 -0.00649569 ... -0.00629554  0.00518108
  0.02130659]"
2275952,music sheet,[0.01438495 0.01305216 0.01112191 ... 0.01540522 0.02145333 0.0119032 ]
3771593,plan,"[-0.00714087  0.00803754  0.00935235 ...  0.01023044  0.00661122
  0.00853931]"
3252610,photo,[0.00862337 0.01506503 0.01351339 ... 0.00607491 0.01604303 0.01224386]
2329918,archaeological find,"[ 0.01504137  0.01423941  0.00566499 ... -0.00216225  0.01189881
  0.00186502]"
3181308,plan,"[-0.00532246  0.01130678 -0.0012272  ...  0.01388068  0.0050237
  0.00135819]"
3775811,photo negative,"[ 0.00221652  0.01249205  0.00232296 ...  0.01520568 -0.0018855
  0.01052701]"
2855421,photo,[0.00489732 0.01756605 0.00542676 ... 0.00352172 0.01430432 0.01528757]
2983516,book,"[-0.00347123  0.01649759 -0.00575615 ...  0.01542667  0.01214008
  0.00986901]"
3060733,photo negative,"[ 0.00016009  0.00174902  0.0052368  ...  0.01008163 -0.00315621
  0.01354548]"
1916667,photo,[0.00582827 0.02069975 0.00749684 ... 0.00801857 0.00043183 0.02444112]
2512729,coin,"[ 0.00252836  0.01216625  0.00454351 ... -0.0015608   0.01710056
 -0.01215684]"
2078979,photo negative,"[-0.00684451  0.01960475  0.00102644 ...  0.00504884  0.00806862
 -0.00442488]"
3413964,photo,[0.00323343 0.01796351 0.00392802 ... 0.01900779 0.00212209 0.0166893 ]
2079973,photo negative,"[-0.00756709 -0.00041115  0.00868968 ... -0.00243228  0.00189062
 -0.00116301]"
214594,label/sign,"[-0.00377217  0.00566418  0.00565944 ...  0.00396635  0.00973708
  0.00789007]"
3236315,plan,"[ 0.01112428  0.00505206  0.00102571 ...  0.02157437 -0.00175647
 -0.00838313]"
3067827,letter,"[ 0.00239807 -0.00693808 -0.01282782 ...  0.00532269 -0.00426244
  0.01187479]"
2737247,photo,"[-0.0062218   0.01424007  0.01595189 ...  0.00760442  0.0050461
  0.01119266]"
2332988,archaeological find,"[ 0.01336649  0.01107429 -0.01106485 ... -0.00266717  0.00914996
  0.0060984 ]"
3828045,photo,"[-0.01119354 -0.00186294 -0.00482574 ...  0.00705719  0.00315215
 -0.0023403 ]"
2746041,document,[0.00403471 0.01347251 0.00658604 ... 0.00529043 0.01330352 0.00704138]
2455500,book,[0.00723542 0.01153406 0.00402766 ... 0.00358529 0.0179357  0.01795423]
3001526,music sheet,"[-0.0051679   0.0083176   0.00319588 ...  0.0122016   0.03197725
  0.00354225]"
2329016,archaeological find,[0.01087555 0.02333575 0.00947956 ... 0.00395217 0.0114132  0.01151696]
3694435,plan,"[-0.0015814   0.01205234  0.0001889  ... -0.00036874  0.00662504
  0.00651743]"
2329220,archaeological find,[0.00533913 0.01374945 0.00455952 ... 0.00356493 0.00398781 0.00541946]
3125107,plan,[0.00063217 0.01527371 0.00633559 ... 0.01228357 0.02032188 0.00750765]
3909994,plan,"[-0.0001403  -0.00019852 -0.00607425 ... -0.00047332  0.0195267
  0.02125292]"
1257753,small print,[0.00459598 0.00300141 0.00021343 ... 0.00576043 0.01894477 0.01360259]
3165426,book,"[ 0.00770678 -0.01130644 -0.00080151 ...  0.00449365 -0.00475923
 -0.0103674 ]"
2746613,photo negative,"[-0.01125239  0.02181434  0.00807541 ... -0.00501972  0.00612537
  0.01858605]"
3166954,book,"[-0.00466146  0.00559839  0.00059718 ... -0.00050412  0.02152155
 -0.01265319]"
3632301,photo negative,"[-0.00777621  0.01357422  0.01528866 ...  0.00643386  0.00893958
  0.0156372 ]"
2326406,archaeological find,[0.00589826 0.0189939  0.00543834 ... 0.00174364 0.00524395 0.01040255]
3430983,letter,"[ 0.00419253  0.00613166 -0.00630857 ... -0.00127685 -0.00427167
  0.00498168]"
4118823,poster,[0.00776733 0.02620598 0.01999586 ... 0.00333888 0.01716202 0.00060558]
202226,"manuscript, musical composition",[0.00750205 0.00197607 0.00488288 ... 0.01379742 0.02564916 0.00489224]
2330508,archaeological find,"[ 0.00945662  0.01915887 -0.00037641 ...  0.00683975  0.01350001
  0.00245863]"
3856149,photo,"[-0.01678664  0.00718376  0.02579163 ... -0.00253409  0.00485663
  0.01094581]"
3664023,design/drawing/sketch,[0.01424499 0.00608784 0.01648983 ... 0.01344129 0.00289842 0.0096999 ]
2706676,photo negative,"[-0.00758354  0.00794445  0.00739858 ...  0.0140573   0.01755809
  0.00835949]"
2323251,archaeological find,[0.00616704 0.01036549 0.00402351 ... 0.0025214  0.00873276 0.00272199]
3658529,graphics,[0.0020527  0.02215885 0.02114308 ... 0.00702104 0.01261249 0.01689189]
2346893,photo,[0.00204418 0.02131653 0.00411451 ... 0.01062024 0.01439484 0.00366764]
2076211,photo negative,"[-0.00583946  0.00455128  0.01787326 ... -0.0006199  -0.00293356
  0.00071726]"
1893798,document,"[-0.0086496   0.03081797  0.01044253 ...  0.00882565 -0.00789444
  0.02572179]"
3827602,photo,"[ 0.01299005  0.01451775 -0.0044093  ...  0.01094092  0.01129769
  0.00144537]"
4206808,design/drawing/sketch,"[ 0.01780182  0.01999125  0.02289201 ...  0.02743716 -0.00067611
  0.01666553]"
1461547,plan,[0.01590106 0.03129283 0.01293022 ... 0.00905398 0.01908882 0.01023289]
2511359,coin,[0.01195419 0.02804926 0.02701873 ... 0.00514799 0.01189798 0.0002023 ]
2310336,small print,"[ 4.97610169e-03 -4.06358531e-03 -6.31137891e-03 ...  7.98394065e-03
 -8.08558761e-05  1.40550612e-02]"
2038806,photo,"[-0.00213663  0.01665237 -0.00493664 ...  0.00175337 -0.00342471
 -0.00687285]"
3765937,document,"[-0.00869177  0.01564518  0.01923285 ...  0.01932532  0.01009725
  0.00951471]"
396208,photo,"[-0.00631187  0.02211716  0.00268313 ...  0.00635379  0.00909748
  0.00535228]"
3380351,photo,"[-0.00385644  0.01885059 -0.0013869  ...  0.00595803  0.00022349
  0.0119255 ]"
2512006,coin,"[-0.00226263  0.01497536  0.007525   ...  0.00355956  0.01619765
 -0.01303463]"
2114093,music sheet,[0.00669843 0.01089436 0.00223203 ... 0.00817547 0.01503384 0.00202623]
3486099,design/drawing/sketch,[0.01010309 0.00718947 0.00627186 ... 0.00802666 0.00214501 0.00446031]
3090240,magazines,[0.01025932 0.02174641 0.0034252  ... 0.00167074 0.01119875 0.01177543]
2660485,photo negative,"[-0.01895583  0.02236196  0.00784427 ...  0.00921875  0.01225465
  0.01728979]"
2323120,archaeological find,[0.00249914 0.00924425 0.00700137 ... 0.00770197 0.00672394 0.00725057]
3832928,photo negative,"[-0.00452822  0.0126445   0.01290579 ...  0.0206418   0.01132873
  0.02080977]"
3376696,plan,"[-0.00144123  0.00792566 -0.00728706 ...  0.01229965  0.01064628
 -0.01558014]"
3632874,photo negative,[0.01164837 0.01032703 0.0117702  ... 0.01460966 0.01418796 0.01567798]
3018475,photo negative,[0.00110387 0.01130132 0.00859904 ... 0.01853265 0.00756261 0.02141004]
3356832,plan,"[ 0.00771722  0.00308916 -0.006142   ... -0.00179993 -0.00498442
  0.00364525]"
2050808,photo,"[-0.00428288  0.00598903 -0.00113549 ...  0.01006418  0.0029455
  0.00475435]"
3689724,graphics,"[ 0.00117018  0.01117013 -0.00140876 ...  0.01233349  0.01163366
  0.00639397]"
3579018,digital image,[0.00168193 0.01956118 0.02003597 ... 0.01092008 0.0124204  0.01056873]
3772975,book,"[-0.004232    0.01467217  0.00168386 ... -0.00232118 -0.0027602
 -0.00126891]"
2130157,"script, song/vocal music",[0.00982702 0.03367901 0.01217405 ... 0.00768511 0.01828016 0.00857241]
3168130,plan,"[-0.00044126  0.01578389  0.01154872 ...  0.00257408  0.00280831
  0.0112906 ]"
3337933,photo,[0.01350181 0.01395032 0.00652665 ... 0.00901678 0.00803568 0.00138989]
223066,poster,[0.01967187 0.0096598  0.00215885 ... 0.01766018 0.03100034 0.01110598]
2786473,plan,"[ 0.01107693  0.00758761  0.0037738  ...  0.01611756 -0.00194913
  0.00150463]"
3054703,book,"[ 0.00752618  0.00667211 -0.00583692 ...  0.0048932   0.00154652
  0.00375365]"
2257639,music sheet,[0.0141829  0.017148   0.01617494 ... 0.01589954 0.02276609 0.01307214]
3841434,printed notes,"[-2.09270604e-03 -6.79455479e-06 -1.10801794e-02 ... -5.00255357e-03
  1.89524814e-02 -2.34955288e-02]"
4103545,document,[0.00370228 0.00190218 0.0008322  ... 0.0103367  0.00483431 0.01594116]
3831857,photo,"[-0.00077198  0.01746854 -0.00958412 ...  0.0007603   0.02299476
 -0.0077109 ]"
3489380,digital image,"[-0.00073243  0.02087605  0.00324038 ...  0.01451956  0.01575262
 -0.00432528]"
3753706,drawing,"[ 0.01845227  0.01545309 -0.00043348 ...  0.00188477 -0.00502911
  0.00768082]"
3200332,letter,"[-0.01927161  0.0078727  -0.00759928 ...  0.00313258  0.00334943
  0.00918796]"
2233729,poster,"[-0.00158597  0.00516681  0.00493991 ...  0.0100689   0.01272558
  0.00015201]"
3901526,plan,"[ 0.003986    0.00595583 -0.00623393 ... -0.00111585  0.01124424
  0.01256055]"
3196913,poster,[0.01241124 0.02469124 0.01252373 ... 0.01179255 0.01450165 0.01528907]
4029874,poster,[0.01564812 0.01503833 0.02848183 ... 0.01592018 0.01941943 0.01968211]
1714751,crate/box,"[-0.00438608  0.02359215 -0.00300285 ... -0.00138557  0.02068994
  0.00096662]"
4126146,photo,"[-0.0083227   0.01269798 -0.00168156 ...  0.0006694   0.01435424
  0.00303647]"
2039633,photo,"[ 0.00056347  0.00771387  0.00292512 ... -0.0098945   0.01184458
 -0.00034853]"
3347118,music sheet,"[-0.00908132  0.015762    0.00268757 ...  0.00874179  0.00166658
 -0.0021185 ]"
231206,suit,[0.01124475 0.01425404 0.01292392 ... 0.01652752 0.01469742 0.01514079]
2327533,archaeological find,"[ 0.0086579   0.01021042 -0.00293597 ...  0.00180849  0.00957227
  0.01014375]"
3773162,magazines,"[-0.00415638  0.02509231  0.00586234 ...  0.0054096   0.01781106
  0.01165934]"
4097517,photo,"[ 0.01514826  0.00308855 -0.01137717 ... -0.00793937  0.02052639
  0.01986896]"
3402870,photo,[0.00340574 0.01309282 0.00293713 ... 0.00389566 0.01558263 0.01449393]
3201597,seal/imprint,"[-0.00793343  0.00385222 -0.00164346 ...  0.00038701  0.0106765
  0.00780462]"
3545620,document,"[-0.00165792  0.00805711 -0.00223393 ... -0.00741684  0.01401114
  0.00047757]"
3195787,design/drawing/sketch,[0.01260242 0.00192203 0.01275035 ... 0.0193798  0.0120569  0.01037411]
1585102,album,"[ 0.00254428  0.01971873 -0.00621467 ...  0.00599038  0.01850383
  0.00998085]"
3480290,small print,[0.00924548 0.01980104 0.00151713 ... 0.00860915 0.00302256 0.01211831]
3737215,book,[0.00812532 0.0107213  0.00606822 ... 0.00192356 0.02155506 0.01606321]
2935040,photo,[0.00489732 0.01756605 0.00542676 ... 0.00352172 0.01430432 0.01528757]
2322112,archaeological find,[0.00403116 0.02070903 0.00888864 ... 0.00393313 0.01252999 0.01112947]
4265362,document,"[-0.00569972  0.01726986  0.00036749 ...  0.00899057  0.00499792
  0.02454388]"
1002215,photographic material,"[-0.00618501  0.03149747  0.00673417 ...  0.00080279  0.01319841
  0.01125309]"
2156477,photo,"[-0.00553976  0.02653426  0.0047029  ...  0.0074162   0.01073063
  0.01258822]"
3831332,newspaper,"[-0.00315613  0.01571091  0.01017955 ... -0.00324212  0.01961539
  0.00820872]"
1153959,photographic material,[0.01663592 0.01652326 0.01733065 ... 0.01000784 0.01369741 0.01351903]
3626370,design/drawing/sketch,"[-0.00825255  0.01022148  0.01725876 ...  0.02313729  0.0028851
  0.02208217]"
3757895,manuscript,"[ 0.00093976  0.00923137  0.00361858 ... -0.01397813  0.00539745
 -0.00931095]"
2041353,photo,[0.00289062 0.01860216 0.00883745 ... 0.00909765 0.00561093 0.01325617]
2315192,archaeological find,"[ 1.00159841e-02  1.90753862e-02  2.60903258e-02 ... -2.42882343e-05
  2.11761165e-02 -4.74305591e-03]"
3983367,plan,[0.00188107 0.00744696 0.00995355 ... 0.01400229 0.01026289 0.01925201]
3991197,book,"[-0.00224792  0.0053075   0.01568722 ...  0.01936671  0.00788125
  0.01661886]"
2322047,archaeological find,[0.00880173 0.01375913 0.00351227 ... 0.0085258  0.01726672 0.00702922]
2292160,letter,"[-0.01052083  0.00223497  0.01237468 ...  0.00017615  0.00916103
  0.01090666]"
2218240,photo,"[-0.00296395  0.00684603  0.01761888 ...  0.00229417 -0.00967108
  0.00959104]"
4083061,calendar,[0.00240205 0.00747985 0.00282913 ... 0.00256958 0.01112775 0.01751747]
236911,graphics,[0.01192792 0.02443587 0.02396811 ... 0.00637559 0.0142106  0.01857014]
3647599,design/drawing/sketch,"[-0.00104467  0.01250561  0.02414877 ...  0.01408053 -0.00988075
  0.01200876]"
3018936,photo negative,[0.0026849  0.00319878 0.00176557 ... 0.01716072 0.01951796 0.01667984]
4294552,photo negative,[0.01096963 0.01964962 0.00345323 ... 0.01006879 0.00450186 0.00866591]
2334075,archaeological find,[0.01328418 0.01643784 0.01478823 ... 0.00387415 0.0001498  0.00282859]
3152899,photo,"[-0.00137867  0.00769778  0.01171303 ...  0.0162524  -0.00107161
  0.00951627]"
3178056,letter,"[ 0.00733987  0.00822375 -0.00760868 ...  0.00714396 -0.00647421
  0.00706651]"
398534,dish/vessel,"[ 0.00141266  0.0139523  -0.00337341 ...  0.00587079  0.01865811
  0.01009959]"
226947,design/drawing/sketch,"[ 0.01462582 -0.00088213  0.01626332 ...  0.02225506 -0.01064373
  0.01052277]"
4102317,photo,[0.00907105 0.00734957 0.01279863 ... 0.01184379 0.00324786 0.00803358]
3705547,graphics,"[ 0.00180402  0.00535949 -0.0091093  ... -0.00364235  0.0048839
  0.006928  ]"
2301140,photo,"[ 0.00287322  0.02287341 -0.0006756  ...  0.00119269  0.00912503
 -0.00050071]"
2510686,coin,"[ 0.00488587  0.02051784  0.01688271 ...  0.00679712  0.0198058
 -0.00131633]"
2116323,music sheet,"[-0.00276068  0.01498792  0.01202432 ...  0.01210926  0.01124094
  0.00657373]"
